rating,label,review,length
5,genuine,Just what I was looking for and could not bet the price.,12
5,fake,Love the added security of a larger size. The two large ones fit just fine.,15
5,fake,Looking for the perfect dessert for an afternoon with family and friends? Then this is the book for you.  Great recipe and I look forward to the next book in the series.I enjoyed this book.,35
5,genuine,"Good solid mount, gave me the height I was looking for without being too bulky",15
3,fake,"This is a story about a young girl with a history of being a killer. She is one of the few survivors. The story moves at a steady pace and the characters are strong and interesting. The author does a great job of making the characters believable. This is a great series for young people.I loved this book!  I can't wait to read the next one!I received a free copy of this book from the author for my honest review.

This book was very interesting to me. It is the first book I've read by this author, and I was very interested in it. It is definitely a different take on the characters of the first book. I was very curious about this book, and it has it all. I can't wait to see what happens with the other characters.

The story is very detailed and engaging. There are a few surprises along the way. I found myself laughing out loud and enjoying this book.

The story is very well written, and the characters are well developed. I really enjoyed reading this book.I am always on the lookout for more books by this author. I was very impressed with this one!",201
4,fake,"Was totally surprised that there was an entire book about him.

The story starts out with Liam and",18
4,fake,This DOES have a spring that will lock the door in place.  This is a nice feature.  If you want to get a solid lock then the spring is a great choice.  If you want to lock in place without a spring it's ok.  But if you have a,49
5,fake,"A geek and a billionaire, an island with a distinct culture, and a beautiful, warm ocean.

I had a lot of fun with this book.",25
4,genuine,"My one year-old son totally loves his other Oball trucks, but I admit that I was a little unsure about this one -- I really didn't think that he would figure out how it works, and I wasn't sure that it would be as ""fun"" as a dump truck or bulldozer. Well, I unpacked it from the frustrating packaging one night and left it on the floor, and the next morning he found it while I was making breakfast. By the time I came over to see what he was doing, he was opening the sides up and taking he cars out, stacking other things in there, closing it up again, and running the truck around. There's even a little ramp that comes down the back for the cars to come down from.

The only downside for me on this one is that the design seems a little more finicky than most toys we use at this age. When you're closing either one of the sides of the carrier or the ramp, their are bits on either end of it that need to snap in. To get both, you either need to realize that you need to push in on both edges of the ramp and on both ends of the each of the flap down sides, or you need to apply pressure pretty exactly in the middle -- so with a young child, it's super common for just one end to snap in and the other end to still be unlatched, which in this house sometimes means that the doors flop back open when you hit a bump. It's not the end of the world, and I'm sure he'll figure it out as he gets a bit older -- but it's occasionally frustrating for him now.",297
4,fake,"I can't tell if it works or not.  I've tried other brands, but this one is a winner.  The plastic part is very soft, and the cover is very sturdy.  The material is very absorb",35
4,fake,Works pretty awesome in tandomest. The only problem is that it's kind of hard to put,16
4,genuine,"When I first received it, I thought it felt lightweight and cheap and I was disappointed that the little pockets inside were slim bits of hard plastic.  However, every time I open it and the cards fan out where I can easily see and pick the one I want to use, I just smile a bit bigger.  It's really a pleasure to use and it didn't cost a lot.  I think the pricing is in agreement with what you get.  It is a good value and I like using it.",90
4,genuine,Great read first-time I have read any of H.Y. Hanna books but it was wonderful.  Read it in a day just couldn't put it down,25
5,fake,"My dog gets anxious when I say, ""We're going to have to go to the store.",16
5,genuine,Her Christmas Cruise:  It's a shame that Clyde turned out to be scum.  I am glad Julia found put before they got married that he was.  It's a shame that all he wanted from her was money.  I loved that she still took the cruise even though it was suppose to be her honeymoon.  I glad there was a Mon out there that was attracted to her not for her money.  I feel Tony should have been honest right off the bat.  I am glad it worked out for the best.  I loved how it was written and it was a great romance.,103
3,fake,"I have six of these and have never had a problem with them. The only downside is that the bulb is dimmable, which is annoying, but not a problem. I have used this bulb in the past and I am very pleased. I use it in my kitchen with no problems. I have the most beautiful kitchen and kitchen work area I have ever seen. I love the look of the kitchen and it is nice to have it at all times. I am very happy with it. I bought this as a gift for my son who loves it. He loved it and wants it for his next project. I put it in his room and it worked great. I got a second one for his room and he loves it. I will be buying another one for my home as I have no issue with the lights. We just installed the new fixtures and the light was great.",160
5,fake,We still like Jack. We have the movie and watch it all over again. We just can't get enough of it. I can't even remember the first time I saw this movie.,32
5,genuine,We are using it nearly every day to train our two year old Mixed Pit Bull rescue dog. We have a long way to go but we are very impressed with this book.,33
5,fake,"Dont miss out on these books. The characters are well developed and believable, and the story is well told. I had to read this book to get through the first half of it.",33
4,fake,"My daughter loves it, but it takes a lot of practice for it to make a difference.  It is so small that it can be a bit difficult to put it in a toy box.  It is still fun to play with, though.  My daughter is still very interested in the toy.  I have to admit that I did not realize the size of the box until I opened it.  This toy is not meant for children under 6.  It is very small for what it is, but my daughter is still enjoying it.  This toy is well made and the color is bright.  It is definitely worth the money.My son loves this car",114
3,genuine,"First off, Who names these movies ? My gosh...
Very funny vignettes of male lead trying to find true love, Or at least Normal love.
Can't get over that title, When you watch the movie, And you should it has girls and romance and funny bits thru out,You will wonder ""WHY or Why ?"" Did they name it that...
Matthew James ( Merl  on ANGEL  tv series) is very likable and makes sense out of this love-starved artist role and has some good luck in bed too.
Sadie Katz (AB Buddy spokesmodel ) has A DEMI MOORE-esque vibe and seems a whole person in character,Not someone off a written page.
Jacqui Holland has an uncredited role as a sidewalk pickup, She and her tattoo make some very funny moments early on in film.
So, Icky title, Great premise and actors capable of making it almost 'sweet romance'.",147
5,genuine,"The Disney Descendants 2-pack Evie and Carlos is a great idea. After watching the movie multiple times, my niece loves the movie and immediately asked for more dolls from the show. The dolls are Barbie-sized, with an overly-large head. They don't really resemble the acotrs who plays them. There is an incredible amount of detail to the outfits. The doll's appendages bend and contort - and even pop back into place if pulled out. I love that these come in 2-packs. Even though we already have Coronation Evie, this Evie comes in a different outfit with different hair. Carlos doesn't have as much movement capability and I don't care for the plastic ""Ken"" hair. Would've been nice to have more realistic hair. Especially since his is cool-looking.",127
2,fake,"Bought this TV/capture card with a spare and an adapter. I did not need a separate adapter, but I wanted",20
5,fake,"These Nitecore lights are great.  They are bright and comfortable.  I also like the fact that they have two brightness settings.  The ""High"" setting is a nice feature, and the ""Low"" setting is a good feature.  The two settings are very useful.

I love the fact that these lights are so bright, and have a great feel to them.  They are very bright, and I like the fact that they have a long cord that connects to the wall.  I also like the fact that they have a fairly large light output, which is nice.",95
5,genuine,"These little hangers are so cute.  They are going to be perfect for Christmas since my daughter wants an doll armoire from Santa.

The little butterfly detail on them is super cute.

They are sturdy little hangers too.

I cannot wait to use them to hang the doll clothes up.

I received this product at a discount to give an honest review and I did just that!",67
2,genuine,"The images themself are fun, but the printing is poor. It appears they were printed in layers of blues, reds and yellows to make each ocean animal image, but the printing didn't overlap perfectly to make a crisp picture. You can see a bit of each primary color around the edges of each animal, thus making the finer details (like eyes and little fins) fuzzy. There were also thin black lines streaking thru the images.
Also, these 13 images are printed on two large plastic sheets (like a plastic table cloth), so you need to cut them apart with scissors. I thought I was getting a ready-to-use product, and it added unanticipated time.",113
4,genuine,"I received this book in exchange for a fair and honest review.

The Swallows and the Doves are neighbors and friends.  Illustrated so that those who are not able to read can follow the story along.  I appreciated how the lives of swallows and doves are compared and contrasted.  I learned more about each bird.  Nicely done.",57
5,fake,My German Shepherd is addicted to this and she loves it too. I have a large one and she loves it.,21
5,genuine,These are super comfortable and cool to wear.  I bought them to have a cool  long sleeve undershirt for our trip to Alaska and they have been perfect .,29
5,genuine,great book CN! your best book of the series! i loved it how they got capshured by pirits! you jav not mad diary of a minecraft wither! could you please make it there are hardly any wither books. also could you make diary of a wither vs ender dragon it would be awesome also im testing you to see if you read our books so say in the next book you make put my name in awesome reviewers but this review izafter diary of an angry alex so thx CN,90
5,fake,The intended purpose of this tool is to provide a comfortable grip on your rifle. I have used this tool extensively in the field and have used it extensively on a number of hunting rifle and rifle pellets. I have been in the field a number of times,48
1,genuine,"I don't have to say too much as these are made in China. I was shocked when Dogswell products are switched from made in USA to made in China without letting us consumers know. I think it's very sneaky to increase their profit that way, but still charge us consumers the same price they used to charge when they are actually made in USA. I am VERY disappointed in Dogswell.",70
1,fake,"Put a brand new iPod into it and let it sit for a while before buying the new one. I had to replace a defective one with the new one. I'm not sure if this is a good idea or not. If it was, I would have bought the new one. The sound is decent, but I wish it had a little more bass. I just wish there was a little more bass to it.",75
5,genuine,"I've been very happy with these canteens. I have a filter that I used for long, multi-day hikes, but it only came with a bag that was 16 ounces. These bags are the same gauge as the filter, and they are much larger that the bag that came with it. This helps me have more confidence in my supply of water while I'm on backpacking trips.",66
3,fake,This is a cute variation on a classic story.  I really enjoyed this story.  The characters were so well developed and the story was entertaining.  I think this is a great book to read.  It will keep you interested from beginning to end.I enjoyed the series,46
1,fake,"""Just So Stories Paperback  (C) by John Grisham.

The first one is a short story about a friend, a girl named Amy, who had a very large family. She had no friends in the family, and no one ever really seemed to care for her. Amy was a smart girl, and she had",53
4,fake,"This is a decent MP3 player. The only problem is that it's not really a stereo, but a pair of ear buds. The ear buds don't fit comfortably in the case, but it's a little difficult to tell which ones are which. This one is still very good for the money.I purchased this to replace the defective Sony A-100 on my Sony",62
5,fake,"I threw these on my shoulder and I thought they would fit in my pocket, but they just didn't fit. The seams were too small and the plastic was too thin.",31
5,fake,"Great for travel when sometimes I need it.  Not too big or too small, but fits.",16
5,genuine,"I REALLY love steaming my clothes over ironing. It's so, so, sooo much faster/easier. Less hassle by far. This is a great/handy steamer. I travel with mine, only thing is to keep it up right (or drain it) so the water does not leak out of the container when bounced around in a suitcase. But other than that totally satisfied with the product!",63
5,genuine,"Quick service from seller.
By far the best foam brush on the market.",13
5,genuine,"I doubt anyone will ever write better horse-stories than Walter Farley; kids love them, and I'd rate them equal to ""Treasure Island"" or ""The Jungle Book"" as far as entertainment value.",31
5,fake,This book is a great read. The characters are well developed and believable. The writing is just as good,19
5,fake,"Tryst and her group of friends have been hoping to find a way to make a marriage work and to get a part-time job, but they're running out of ideas.",30
4,fake,I actually enjoyed the quick read. The characters were well developed and kept my interest. I recommend this book.I had a lot of,23
5,genuine,"Though sometimes the translation is a bit awkward, the story is great. I only hope that the conclusion I've reached about the final book is not correct!
Rebekkah is a real treat.....hoping to see that she lives on in another series!",41
5,genuine,"I picked up this book because I'd been wanting to read one of Karen's recent books, Immortal Highlander, but something kept nagging me that I should read one of her earlier books first. I'm glad I did. This was the first book of hers that I read and I LOVED it.

Ms. Moning has a great passion for storytelling. More than once I was tempted to highlight sentences or passages because they were phrased so well. Of course, I was so engrossed in the book that I could not be bothered to put the book down long enough to get a highlighter.

This story is fun to read and is based on supernatural beings called Berserkers which were supposed to have existed in Scotland many years ago. We watch the character of Grimm go through a transformation as he attempts to hide his true nature from the world and then, through circumstance, reveal himself to close friends and to the woman that he loves.

One of the things that I love about Ms. Moning's books is they all have this element of fearing to reveal our true self to the person we love the most, even when that person is the person who understands us best of all. When the moment finally comes to share ourselves, we find that the other person knew the truth and accepted us all along.

I love the scene in the church when Jillian's father says that love involves having passion, so much passion that you'd be willing to kidnap your beloved before she turned to someone else. You really get the sense of divine intervention in this book. This man and this woman are made for one another and no matter what they do to deny it, fate always steps in and thrusts them together until they are ready to accept it.

I highly recommend this book and pretty much anything else by this author. She has a fabulous way of combining celtic mysticism and historical romance without feeling forced.",336
4,fake,"Handy for sure. Just have to say, the materials are good.  The light is bright",15
5,genuine,Granddaughter loves them and knows her ABC's at 20 months,10
5,fake,"An excellent novel, great companion book to The Lord of the Rings.  This is the first book",17
5,genuine,"I bought this set for my 3 year old grandson, he was super excited and the track went together easily.  The cars are okay! one is slow",27
5,fake,It will get very slobbery and stretchy.  Not good for anyone who is a strong chewer.  Great for a gentle chewer.  The plastic is nice and strong and does not slip.  It will be a pain to bend it around and use it as a leash.  I would recommend this to anyone who has a strong chewer.  I will definitely buy it again.This is the first collar I've owned that didn't have a leash attached to the collar.  I got one because the puppy had,85
5,fake,"A fitting follow-up to A Little Girl, the first in the series.

The premise of the story is that the publisher, a former publisher, is planning to publish a novel by a young girl named Anna.  Anna's father, a former editor, is still in college, and she is looking for a job at the publisher.  The publisher wants to start her career in publishing, and she decides to take a chance on the opportunity.  She meets a very handsome young man named Peter, who is a very talented",88
5,fake,"We got this item and it has been a favorite in our home.  It's been a favorite since we got it.  The colors are bright, and the price is very reasonable.  It is still going strong.  We will be buying it again.It was a gift for my son. He's a huge fan of the show and the kids love",59
5,genuine,"This is a super rifle case , it fit my AR 300 B/O with silencer perfect . There is a lot of room for extra magazines . The padding is more than enough to protect the rifle and scope . Thank you for a super great product",47
5,fake,Took me 15 min to find a replacement. I've had mine for 2 weeks and it's working perfectly.,18
4,fake,"Lynda Chance is a writer and an author with a passion for history. This is the first book in a series by this author.

I loved the beginning of the story and it was exciting to see what the characters would be like. There are many twists and",48
3,fake,Wanted the pants in MOUCHA colors. The quality is good but the waist is a little,16
4,fake,"Not going to lie, I was a little disappointed.  I didn't really like the way the book ended.  I didn't like how the main character was portrayed.  I wanted to go back and read the next book in the series.  This was disappointing.  The writing was poor.  I was hoping the book would be better.  It was a little slow at times but overall I enjoyed the story.  I'm looking forward to the next book in the series.  I look forward to the next book.I liked this book and it was great!  I enjoyed it so much that I bought it for my son.  He loves it!I love the characters and the plot.  I enjoyed the story and the characters were well developed.  I will read the other books by this author.  I hope I can get another one in the series.I was really excited to read this book.  I've read all the books in this series and this one is the best.  The story was very well written and I found it to be very well written.  I'm very pleased with the ending and was very happy with the ending.  It was a very interesting story and I have been waiting for it to end.  I don't know why it didn't end.  I just hope it does.  I'm not sure I will read more of the books in this series.This is an excellent story of a wonderful woman who has made a beautiful life for herself.  It is true that the church is a very important part of her life and we all have a part to play a part in her life.  But it is also true that she has made a mistake that",286
5,genuine,"I put this stabilizer on my 1998 17' procraft bass boat with a 90hp mercury.

My main expectation of this stabilizer was quicker planing for faster out of the hole time. Fortunately for me It decreased that time by a couple seconds and made a HUGE improvement in handling and overall stability of the boat at speed. While running this stabilizer, the boat seems to glide straight through rough lake chop and wake like it never has before. It made my boat sit noticeably higher on plane which is probably the reason it ran through wake easier. I also noticed the handling seemed much more stable at all speeds and I could hold plane 5 mph slower than I could before. The trim seemed easier / smoother to adjust while getting on plane and the top end speed wasn't effected at all.

Overall the best bang for my buck I've ever received from any boat accesories I've purchased over the years. 100% happy with this purchase! It even impressed my friend who was real skeptical about it. I call that a win-win.",182
5,genuine,"We enjoy the Crossroads festivals very much. Watch them over and over, enjoy the variety of artists and marvel at how many different styles of music can come from a guitar. I need to get more of these.",38
5,genuine,"I bought this flashlight early december 2015. In recent months I've been using it at work and it has been dropped and tossed around in dusty crawl spaces. I wanted a flashlight that could use my old 18650 batteries that I won't use anymore for my e-cig.

Battery life seems alright. I pretty much always use the light on high and the 18650's i'm using are old and don't last nearly as long as it could with a fresh one. If you're battery is dying it will still allow you to use the low or medium brightness until it can't handle it anymore.

I've had this flashlight fall a few times with some falls taking little chunks of metal off it. I noticed other owners experiencing it not working after a drop. Luckily the one I have took the falls like a champ.

This flashlight is very bright. I'm not a flashlight enthusiast but when climbing into crawl spaces and peering through dark drop tile ceilings it really lights it up. I really like using the zoom feature when looking around. It will illuminate even the furthest darkest corner I would need it to.

Some cons for this light would be it can get hot quick depending on the temperature around you. The zoom markings are pretty silly and I don't think anyone uses it. The brightness and strobe settings are kind of annoying to deal with. If you skip the brightness you want you have to cycle it back again and if you turn the light off too quick it looses your setting.",264
5,fake,I got a 16 qt. pitcher and the pitcher is good quality.  The pitcher is pretty sturdy and seems sturdy enough to hold a pitcher of soda or a couple of drinks.  The pitcher is well made and looks good in my kitchen.  I really like the glass shape.,49
5,fake,The the soap lifts definitely helps. The only problem is that it's kind of hard to slide.I bought this for a,21
4,genuine,"Nelson DeMille is my father's favorite author, and he suggested I begin with this book. My dad and I have pretty different tastes in books, so I wasn't sure I'd like this novel. I was pleasantly surprised. This novel had me from the beginning. I wasn't sure if I liked Paul Brenner, but he sure intrigued me. The case was interesting. The end, while not completely surprising, was still good enough to make me feel like I had a read a good book when I was finished. In fact, I was sad enough leaving the character of Paul Brenner that I looked up to see if DeMille had written another book starring him. I'm currently reading the sequel to The General's Daughter, Up Country (a phenomenal story btw). The General's Daughter was an easy book to read, but also an easy book to fall into. I couldn't put it down and am really glad I read it.",157
5,genuine,Mixup leads to erotic awakening and love...what a great read!  I love how Claire Thompson's women are strong and self sufficient.  Submission from strength is incredibly erotic.,27
1,fake,Charcoal in filters spills out into the water.  Not good.  If you have a regular,15
3,fake,NAKED: brilliant; BARREL FEVER: brilliant; AND NO MORE: brilliant; TEN YEARS: brilliant; AND NO MORE: brilliant; AND NO MORE: brilliant; AND NO MORE: brilliant; AND NO MORE: brilliant; AND NO MORE: brilliant; AND NO MORE: brilliant; AND NO MORE: brilliant; AND NO MORE: brilliant; AND NO MORE: brilliant; AND NO MORE: brilliant,52
3,genuine,"The book description basically tells you everything that you need to know about the plot.

The writing is good, it kept me interested and I constantly found myself laughing at Katy and also thinking what a little idiot she was.  She takes defiance almost to the point of ridiculousness, without regard for her safety - or Cal's.  In fact she's pretty lucky that she doesn't end up raped or killed at more than one point in her life.

I don't really know if you could call this a romance though... there doesn't seem to be a whole lot of romantic feelings between the characters.  Affection and sexual attraction, sure, but it almost seems as though the main reason for their marriage is just that Katy doesn't want to go back home to her mother and step-father.  Not that she has a really good reason for that other than being upset that her father was replaced so quickly by a new man - and forget the fact that her mother probably NEEDED a man to help her run their large ranch (something that Cal points out that makes Katy feel bad for about 2.5 seconds).

But the spankings are well deserved and kinda fun, the plot is fairly enjoyable and there writing is well done.  The best part about the book, in my opinion, are Cal's telegrams to Katy's mother.  Seriously... made me laugh almost every time.  And not because he was being intentionally funny.",244
5,genuine,Adorable! Not too big and sets up easily. My girls love it,12
4,fake,These are large. Plenty of room for the pup to lie down.  These have a strong grain,17
5,fake,"Lots of action,good page turner.  I liked the writing style of the book,the characters were just different.  Great story!I liked this book, the writing style was great,",27
5,genuine,"Our house has one of these in the kitchen, the builder's electrical contractor dissuaded us from putting more in as ""they are easy to install and cost a fraction of what we charge you""  Well the first part is true, they are easy to install.  The second part is patently false as it cost $16 each for each installed unit in our house and as one can clearly see here they cost more!  However, when you are in the mess of building a house, little things like research can get swept under the rug with work and the myriad decisions one has to make in a hurry.

Like most homes today, ours is littered with device charges of different types, their power blocks and cables all over the place. Family and guests  are constantly vying for the coveted outlets that are high enough the dog can't get at the cords or devices when your back is turned!  This little gem, like the other in our kitchen allows 3 devices to charge at once if needed.  And keeps the wife's recipe book, I mean iPad, ever charged while she is cooking and looking along with her phone...and gives her an outlet for an appliance!

This receptacle is quick and easy to install, just make sure you turn the breaker off, so as not to end up in the ER or worse!  The instructions are spot on.

The USB port is 2.1 amp, so it charges fast.  Harder on the battery, yes, but fast.  iPhone 6+ went from zero to full in about 20 min, that is an estimate as I wasn't timing precisely.

I highly recommend this unit to anyone.",279
5,genuine,This is an amazing story. I really liked the characters. I am hoping to read the whole series. I am into the romance novels and there are not many that are with detective novels mixed in.,36
5,genuine,Its very nice but its too long for my Barbie dolls but its beautiful nice quality.,16
5,fake,I have been using this for a couple of weeks and I really like it. I have one in my glove compartment and it fits perfectly. The only thing I have to worry about is that it will get in the way of,43
5,genuine,Great for wiping fingerprint smudges from my iPhone and iPad.  I've used this with or without LCD cleaner and it always does a good job.  Highly recommended.,27
5,genuine,"Tough to mount as the space is tight but once its up and tight, it doesent move.  I have a 24"" LCD TV mounted in the camper.",27
5,genuine,Very impressed w this product! Got to test out this product from bzzagent.com and super happy with it! Not only is it made wonderfully and of high quality but it has some amazing features that keep my kids entertained for hours such as a drop floor and collapsing balcony as well as lights and sounds! Worth the money if u want to buy it!!,64
5,fake,very nice even light for what it is.  I've also used this for a few hours.,16
5,genuine,"I live in California and earth quakes can be a bit of a problem so having water in a bag is pretty good for an emergency. I keep some in my bug out bag, and in my car. I have never tasted the water inside so I can't say how it tastes, but in an emergency who cares how it tastes?",61
5,genuine,"We are over 70 years old and these lifts make kayaking possible. Without these, there is no way to get the kayaks on top of the car anymore. They work totally as advertised. You have to have the Malone J-racks to use them but it's worth the extra purchase.",49
4,genuine,"This shoes is for 8 year old, he likes them. But after a month of use I can see thread hanging from them, it does not look like they will last long. However this happens to most of the shoes I get for him, I just expected more from this brand",51
3,fake,"Update 12/28/15 - We've had this set for a few months now and it's just the right size. It's not the best quality, but it is the right size. The only thing that I do think is going to be a problem for a few years is to purchase the cheaper ones. We have 2 kids and love the plushie.  The items on this set are really cute.We got this for our Granddaughters 2nd birthday and they love it.  It's very light weight and is very easy to use.  I love that it has a ""stiff"" feel to it and that it is really easy to put together.  I also like that it is fairly easy",116
5,genuine,"This is a great little speaker.  I was impressed at how loud it got.  Sure, it doesn't have the same low end and clarity that a $300 speaker does, but this thing is great at this price point.  I was able to turn it on and connect my phone right out of the box.  I was playing music within 10 seconds of opening the box.  I was really impressed with the solid, sturdy feel and especially like the rubbery texture.  It feels much more expensive than it actually is.  It also has an auxiliary port which comes in handy if you happen to have an older mp3 player or something that doesn't have bluetooth support.  I don't expect I'll ever need to use it, but it is a nice addition.

I received this product at a discount in exchange for my honest review.",143
4,fake,"I've used this product several times and it does the job.

If you have a larger head (or small head) you may want to get the Treme version. I used this product for a couple of weeks at a local gym and it worked very well. If you have a smaller head you may want to get the XL version.

I would recommend this product.

Update: This product has now been replaced by the Treme brand.

Update 2: I have had this product for a",85
4,genuine,"Overall, it fits a little looser than what I was looking for, but since I didn't realize it was a ""loose fit"" when I purchased the item that's to be expected. It's still a really comfortable hoodie and I wear it quite often.",43
3,genuine,The pewter AVENGERS logo is pretty enough but I was disappointed to discover it was a safety pin style back pin instead of a 2 pc stick pin and backing. The latch pin style rarely lasts long.,37
1,genuine,"Med fira my 10 pound dog in every brand but this one. In this one its small and forces her legs to the front, will never buy again.",28
5,fake,"I have had the bike for a couple years now and I have never had a problem with the bike.  I had a friend who was going to have a bike ride and it was so difficult to get her to get on it.  I had to come up with a way to put the bike in place with a little bit of extra space.  She is a strong cyclist and she liked the bike.  I am sure it is a nice solution for a beginner bike rider.  I have had no problems with the bike.  I am very happy with this purchase.

Pros:
-Good quality
-Easy to install
-Excellent quality

Cons:
-High price
-Low price

I received this product at a discount in exchange for an unbiased review.I received this product at a discounted price in exchange for my honest",141
3,fake,"I sold camera gear for $200 and bought a third one after I realized that I was just getting a pair of the same headphones, both of which have a ""good"" sound. The quality of these headphones is amazing. I am extremely pleased with the sound quality. I would definitely buy these again.Works great. I did not want to waste the money on a product like this. I just bought a new one and used it for my new Macbook Pro. I love the way it holds the iPad Air. I would definitely recommend it to anyone.This case is just the right size for my needs.  I have used it for a couple of months and it is still working as I expect.  I would recommend it to anyone.I bought this to replace my old HDTV.  It is a great product.  I would recommend this to anyone.

I have a Samsung TV that I have owned for about a year and it works great.  I have not used it yet but I am sure it will do.  I would recommend it to anyone.I love it!Great sound.  I love it!I bought these for my",193
5,genuine,"This is book is very interesting, it shows you how to start arbitrage retailing (a.k.a. selling online). Youre going to find tips, steps and some kind of precautions. You should keep in mind the authors advice in order to create and maintain a consistent online business. It also encourages you to use social media as a way to make yourself known and keep improving. It focuses more on Amazon, even though you can use it as a start up to any other online selling platform!",85
5,fake,Really a cool toy (race car) and the kids love it.  My son loves this one,16
5,fake,"Odormute is the only thing that has kept the dogs from chewing it.  It's been one of the few things that has kept our dogs from chewing the plastic, so it's a nice bonus.  It's not a chew toy, it's a",41
5,genuine,10 yr really liked these.. excellent quality and fits right.,10
4,fake,"It came late for my son's birthday.  We've had it for a couple of weeks now and it's still going strong.  He is still learning to fly it, and he loves it.  It's a little pricey for what it is, but it's still fun.  I'm not sure why the seller stopped shipping it, but it's a little pricey for what",60
5,fake,"This is a same cloned unit. The only difference is that it comes with a small screw driver.

I had to replace the clamp with the clamped one. The clamp is now just a small screwdriver.

I will update this review with any comments.

Update: I received this item at a discounted price in exchange for an honest review. I received this item at a discounted price in exchange for an honest review.I love this cordless drill.  It's very easy to use and the quick release action makes it very easy to use.  This drill is super fast and easy to use.  The cordless drill has great torque to it and I like the fact that it has a built in 3/4"" drive.  I've had it for a while now and I have used it for almost a month now.  I'm still waiting on a job that",147
3,genuine,"Okay ,Clint Eastwood is brilliant from all sides of the camera.
He also looks great for being almost 80.
The film has a great storyline. Its about an angry old man named walt who just lost his wife and no one cares that he lost his wife, The grandkids make a mockery of his wife's funeral and his son's just shrug it off and kind of think its puzzling that he is so mad at them.
He has every right to be angry,he has lung cancer and hates what is happening to his neighbourhood. a gang of thugs so vicious even the police are afraid of them  have taken over and rape,steal kill and destroy whenever they feel like it. The only who cares beside Walt is a pudgy, young priest who has no idea what he is doing.
So Walt starts taken care of things on his own,he also helps a wimpy kid get it together so he can make it in the world.
I had a problem with movie,Walt is a giant racist. Seriously, every other sentence out of his mouth is some derogatory word for Jews, Blacks,Koreans, Italians, and irish people. I can't put examples of what he says,because my review would taken off of here. I get that he is a racist, but you don't beat me over the head with how much of a racist he is,It really takes away from the movie.",238
4,fake,"This book has all the elements of the ""W"" series, but also a lot of the elements that make it unique. I liked the story and the characters, so it was a nice change of pace. It was a little slow for me.I really enjoyed this book",47
5,genuine,"Got my wife the Kindle FIRE for the holiday and she is the type of person that needs a case and she loves green.  This was the only green case I could find for the FIRE, but it has been absolutely awesome.  It is almost like a faux leather and she loves it.  More importantly, it has kept her Kindle safe from scratches an dings!",65
4,genuine,"Seller shipped quickly, i guess the toys were good for the kids.",12
4,fake,"initial ad said it came with an AC adapter, which I did not need. I was just using",18
3,genuine,"Great movie... years ago I bought the DVD of these movies, they had 5.1 sound. I bought this for the 1080p quality but these are only 2 channel... What happened...? I would not buy this if you are like me and want the HD experience...",45
3,genuine,"If you are interested in learning what happens at sea when boredom, monotony, ennui  and endless accounts of filler material taken from every one of the good, action packed adventures that began this series then this is the book for you. I happen to like learning what a day may have looked like at sea in that era but not to the extent that it is all that we learn about over all the pages except the last thirty when the action begins but is broken with an abrupt ending. Of course the action resumes where it left off at the beginning of the next book. In what is rapidly becoming a dissatisfying series, this is the supreme example of dissatisfaction up to this point in my opinion. As usual, I cant fault the writing but the point of this story seems to have been to sell one more book no matter the consequences of not providing an entertaining story. When I first read this series I thought every one of them was a masterpiece of naval historical work. Now that Ive been hooked by the genre, I can say many more recent writers have exceeded these last few books in story telling quality. Two that immediately come to mind are Dewey Lambdin and Jay Worrell. From the same timeframe when OBrian was writing, I value Dudley Popes work more highly. Considering my lack of memory of what the rest of the series holds I hope my opinion of these last few books is dispelled by those remaining. Like the last book, you could completely skip this one without losing anything in the overall storyline.",275
5,fake,"first of all,  it looks great and the materials are good. I have a wide foot and a wide foot bed and I am a 32D, so I'm a bit large but it's a little snug in the heel. I wish it was a bit thicker. I love it. I love the color and the fit. It is a little heavier than I expected. I wear it to work and to go to the gym. I'm not sure if I would be able to wear it in the rain or not. I just wish it had a more stretchy feel. It's a nice looking shoe. It's not a bad shoe for wearing at the gym. I just wish I could have gotten a few sizes bigger. I wish I had purchased a size larger. I have a wide foot and this is what I wore. I'm 5'3"" and this is the right size for me. I would definitely buy another pair. I'm 5'4"" and it fits perfectly. I wear this shoe for daily wear and will be wearing it all year long. I'll probably wear it all summer long. I'm planning on buying another pair in the fall and will update this review when I get the opportunity. This is a good quality wallet.",214
5,fake,"All 3 dogs love these, and they are the best. I will keep them for the next couple",18
5,genuine,Great product. I bought these to replace another head set that I bought that did not work very well. I have the LG HBS 900 but the right side speaker has a loose wire and i had to wiggle it to work. These are an older model compared to the LG HBS 900 but they are just as clear and what I like the most is that the portion that goes around the neck is flexible. The LG HBS 900 is a hard plastic and is not flexible.,88
5,genuine,Very  good story of a man finding himself. I will need to read more from this aurthor for more thoughts.,20
5,genuine,"Unfortunately, this product is not available in my town, but it is online. My elderly dog was having problems with appetite and taking in enough food, so I used Dogsure as a backup, administered by syringe, along with her liquefied regular food, into her mouth. She liked it. Although there is a similar product readily available for humans, this is formulated for dogs.",63
5,genuine,"No rings to bend or tangle, lines goes through the middle of the pole.

 It takes a little extra time to rig it since you have to use one of the weights to get the line down the middle, but it's not bad and definitely worth the time to avoid tangles you would get on a regular pole.

Using the practice weight my girl was casting within minutes.  Going out fishing for real she was able to pull in bluegill and crappie without issue",84
5,genuine,This little guy is a great addition to my Star Wars Funko Pop collection,14
