review,label,rating
THE PHONE STOPPED WORKING.,genuine,4
"After using this headphones, I feel it poor quality.",genuine,4
I BOUGHT THIS CAMERA RECENTLY AND IT STOPPED WORKING.,genuine,4
"This phone is okay, it does the job.",genuine,4
I bought this phone recently and it satisfied with the purchase.!!!,genuine,4
The camera not great.,genuine,4
"This laptop is okay, it not great. This laptop is okay, it not great.",genuine,4
buy now before it's gone and win exciting prizes!!!,fake,4
earn money fast for huge discounts!!!!!!,fake,4
BEST PRODUCT EVER!!! Everyone should buy this laptop!!!!!!,fake,4
PHONE IS TOP QUALITY GUARANTEED!!! DON'T MISS OUT!!!,fake,4
The headphones not great.!!!,genuine,4
THIS PHONE IS BEST PRODUCT EVER!!!,fake,4
UNBELIEVABLE!!! Everyone should buy this laptop!!!!!!,fake,4
I bought this headphones recently and it good quality.,genuine,4
HEADPHONES IS LIFE CHANGING!!! DON'T MISS OUT!!!,fake,4
I bought this camera recently and it not worth it.,genuine,4
earn money fast for huge discounts!!!,fake,4
The camera disappointed.,genuine,4
I can't believe how amazing this headphones is!!! BEST PRODUCT EVER!!! I can't believe how amazing this headphones is!!! BEST PRODUCT EVER!!!,fake,4
"This watch is okay, it stopped working. This watch is okay, it stopped working.!!!",genuine,4
The phone worth the price. The phone worth the price.,genuine,4
MUST BUY!!! Everyone should buy this watch!!! MUST BUY!!! Everyone should buy this watch!!!,fake,4
"This watch is okay, it worth the price.",genuine,4
PHONE IS LIFE CHANGING!!! DON'T MISS OUT!!! PHONE IS LIFE CHANGING!!! DON'T MISS OUT!!!,fake,4
I bought this watch recently and it disappointed. I bought this watch recently and it disappointed.,genuine,4
visit this link and win exciting prizes!!!!!!,fake,4
"After using this laptop, I feel it stopped working.!!!",genuine,4
I can't believe how amazing this laptop is!!! UNBELIEVABLE!!!!!!,fake,4
earn money fast to get this product now!!!,fake,4
visit this link to get this product now!!!,fake,4
"After using this camera, I feel it satisfied with the purchase.",genuine,4
I can't believe how amazing this laptop is!!! UNBELIEVABLE!!!!!!,fake,4
MUST BUY!!! Everyone should buy this camera!!! MUST BUY!!! Everyone should buy this camera!!!!!!,fake,4
UNBELIEVABLE!!! Everyone should buy this phone!!!!!!,fake,4
LAPTOP IS BEST PRODUCT EVER!!! DON'T MISS OUT!!!,fake,4
"This phone is okay, it stopped working. This phone is okay, it stopped working.",genuine,4
This laptop is TOP QUALITY GUARANTEED!!!!!!,fake,4
"This phone is okay, it good quality. This phone is okay, it good quality.",genuine,4
VISIT THIS LINK!!! LIMITED TIME OFFER!!!!!!,fake,4
I can't believe how amazing this watch is!!! LIFE CHANGING!!!,fake,4
The headphones stopped working. The headphones stopped working.,genuine,4
This laptop is MUST BUY!!! This laptop is MUST BUY!!!!!!,fake,4
I can't believe how amazing this phone is!!! BEST PRODUCT EVER!!!!!!,fake,4
EARN MONEY FAST!!! LIMITED TIME OFFER!!!!!!,fake,4
The watch stopped working.!!!,genuine,4
The watch does the job.!!!,genuine,4
CLICK HERE NOW FOR HUGE DISCOUNTS!!! CLICK HERE NOW FOR HUGE DISCOUNTS!!!,fake,4
THE WATCH WORTH THE PRICE.,genuine,4
MUST BUY!!! Everyone should buy this watch!!! MUST BUY!!! Everyone should buy this watch!!!,fake,4
TOP QUALITY GUARANTEED!!! Everyone should buy this camera!!!,fake,4
"This phone is okay, it not worth it.",genuine,4
limited offer for huge discounts!!! limited offer for huge discounts!!!!!!,fake,4
I bought this phone recently and it satisfied with the purchase.,genuine,4
The camera not great.,genuine,4
MUST BUY!!! Everyone should buy this laptop!!!!!!,fake,4
I can't believe how amazing this phone is!!! MUST BUY!!!!!!,fake,4
LAPTOP IS BEST PRODUCT EVER!!! DON'T MISS OUT!!! LAPTOP IS BEST PRODUCT EVER!!! DON'T MISS OUT!!!,fake,4
earn money fast for huge discounts!!! earn money fast for huge discounts!!!,fake,4
I bought this headphones recently and it poor quality. I bought this headphones recently and it poor quality.!!!,genuine,4
buy now before it's gone to get this product now!!! buy now before it's gone to get this product now!!!,fake,4
I can't believe how amazing this phone is!!! LIFE CHANGING!!!!!!,fake,4
The camera disappointed.,genuine,4
THIS WATCH IS LIFE CHANGING!!!!!!,fake,4
PHONE IS BEST PRODUCT EVER!!! DON'T MISS OUT!!! PHONE IS BEST PRODUCT EVER!!! DON'T MISS OUT!!!,fake,4
"This laptop is okay, it not great.!!!",genuine,4
This watch is LIFE CHANGING!!!,fake,4
earn money fast to get this product now!!!,fake,4
BUY NOW BEFORE IT'S GONE!!! LIMITED TIME OFFER!!! BUY NOW BEFORE IT'S GONE!!! LIMITED TIME OFFER!!!!!!,fake,4
THE PHONE NOT GREAT. THE PHONE NOT GREAT.,genuine,4
click here now for huge discounts!!!,fake,4
buy now before it's gone and win exciting prizes!!!,fake,4
"This watch is okay, it does the job.!!!",genuine,4
The watch satisfied with the purchase. The watch satisfied with the purchase.,genuine,4
"THIS WATCH IS OKAY, IT WORTH THE PRICE. THIS WATCH IS OKAY, IT WORTH THE PRICE.",genuine,4
This phone is LIFE CHANGING!!! This phone is LIFE CHANGING!!!,fake,4
EARN MONEY FAST!!! LIMITED TIME OFFER!!!!!!,fake,4
The laptop works well.,genuine,4
earn money fast to get this product now!!!,fake,4
EARN MONEY FAST!!! LIMITED TIME OFFER!!!!!!,fake,4
CLICK HERE NOW!!! LIMITED TIME OFFER!!!!!!,fake,4
I can't believe how amazing this headphones is!!! LIFE CHANGING!!!!!!,fake,4
The camera stopped working.,genuine,4
I bought this laptop recently and it worth the price.,genuine,4
UNBELIEVABLE!!! Everyone should buy this watch!!!,fake,4
THE HEADPHONES DOES THE JOB.,genuine,4
WATCH IS TOP QUALITY GUARANTEED!!! DON'T MISS OUT!!!,fake,4
I bought this camera recently and it works well. I bought this camera recently and it works well.!!!,genuine,4
I bought this watch recently and it worth the price.,genuine,4
WATCH IS TOP QUALITY GUARANTEED!!! DON'T MISS OUT!!! WATCH IS TOP QUALITY GUARANTEED!!! DON'T MISS OUT!!!,fake,4
LIMITED OFFER!!! LIMITED TIME OFFER!!! LIMITED OFFER!!! LIMITED TIME OFFER!!!,fake,4
LIFE CHANGING!!! Everyone should buy this phone!!!,fake,4
HEADPHONES IS MUST BUY!!! DON'T MISS OUT!!!!!!,fake,4
PHONE IS LIFE CHANGING!!! DON'T MISS OUT!!! PHONE IS LIFE CHANGING!!! DON'T MISS OUT!!!,fake,4
LIFE CHANGING!!! EVERYONE SHOULD BUY THIS CAMERA!!! LIFE CHANGING!!! EVERYONE SHOULD BUY THIS CAMERA!!!,fake,4
I BOUGHT THIS HEADPHONES RECENTLY AND IT POOR QUALITY.,genuine,4
earn money fast for huge discounts!!! earn money fast for huge discounts!!!,fake,3
BEST PRODUCT EVER!!! Everyone should buy this watch!!! BEST PRODUCT EVER!!! Everyone should buy this watch!!!,fake,3
"This laptop is okay, it worth the price.!!!",genuine,3
earn money fast to get this product now!!!,fake,3
"THIS HEADPHONES IS OKAY, IT NOT GREAT.!!!",genuine,3
PHONE IS MUST BUY!!! DON'T MISS OUT!!!!!!,fake,3
This headphones is BEST PRODUCT EVER!!! This headphones is BEST PRODUCT EVER!!!!!!,fake,3
"This headphones is okay, it does the job.",genuine,3
This phone is TOP QUALITY GUARANTEED!!!,fake,3
"After using this watch, I feel it does the job.",genuine,3
I can't believe how amazing this headphones is!!! BEST PRODUCT EVER!!!,fake,3
PHONE IS UNBELIEVABLE!!! DON'T MISS OUT!!!,fake,3
LAPTOP IS MUST BUY!!! DON'T MISS OUT!!! LAPTOP IS MUST BUY!!! DON'T MISS OUT!!!!!!,fake,3
THE PHONE NOT GREAT.!!!,genuine,3
I can't believe how amazing this watch is!!! UNBELIEVABLE!!!!!!,fake,3
This camera is TOP QUALITY GUARANTEED!!!,fake,3
I can't believe how amazing this phone is!!! LIFE CHANGING!!!,fake,3
The laptop works well.,genuine,3
BUY NOW BEFORE IT'S GONE!!! LIMITED TIME OFFER!!!,fake,3
I can't believe how amazing this camera is!!! UNBELIEVABLE!!! I can't believe how amazing this camera is!!! UNBELIEVABLE!!!,fake,3
BEST PRODUCT EVER!!! Everyone should buy this laptop!!!,fake,3
click here now for huge discounts!!! click here now for huge discounts!!!!!!,fake,3
I BOUGHT THIS PHONE RECENTLY AND IT NOT GREAT. I BOUGHT THIS PHONE RECENTLY AND IT NOT GREAT.!!!,genuine,3
VISIT THIS LINK AND WIN EXCITING PRIZES!!!!!!,fake,3
buy now before it's gone and win exciting prizes!!!,fake,3
"After using this phone, I feel it works well. After using this phone, I feel it works well.",genuine,3
I BOUGHT THIS PHONE RECENTLY AND IT WORKS WELL.,genuine,3
"After using this watch, I feel it satisfied with the purchase.",genuine,3
"THIS PHONE IS OKAY, IT WORTH THE PRICE. THIS PHONE IS OKAY, IT WORTH THE PRICE.",genuine,3
"This laptop is okay, it does the job.",genuine,3
I bought this phone recently and it satisfied with the purchase.,genuine,3
"After using this camera, I feel it does the job. After using this camera, I feel it does the job.",genuine,3
"This camera is okay, it satisfied with the purchase.!!!",genuine,3
THIS CAMERA IS TOP QUALITY GUARANTEED!!! THIS CAMERA IS TOP QUALITY GUARANTEED!!!!!!,fake,3
The watch stopped working.,genuine,3
"This phone is okay, it good quality.!!!",genuine,3
I bought this watch recently and it not great.!!!,genuine,3
THE LAPTOP DISAPPOINTED.,genuine,3
"After using this watch, I feel it satisfied with the purchase. After using this watch, I feel it satisfied with the purchase.",genuine,3
I BOUGHT THIS WATCH RECENTLY AND IT NOT GREAT. I BOUGHT THIS WATCH RECENTLY AND IT NOT GREAT.,genuine,3
LIMITED OFFER!!! LIMITED TIME OFFER!!!,fake,3
PHONE IS MUST BUY!!! DON'T MISS OUT!!!,fake,3
LIMITED OFFER FOR HUGE DISCOUNTS!!!,fake,3
MUST BUY!!! EVERYONE SHOULD BUY THIS HEADPHONES!!! MUST BUY!!! EVERYONE SHOULD BUY THIS HEADPHONES!!!,fake,3
BUY NOW BEFORE IT'S GONE!!! LIMITED TIME OFFER!!!!!!,fake,3
This headphones is BEST PRODUCT EVER!!!,fake,3
visit this link to get this product now!!!!!!,fake,3
limited offer for huge discounts!!!!!!,fake,3
VISIT THIS LINK!!! LIMITED TIME OFFER!!!,fake,3
I CAN'T BELIEVE HOW AMAZING THIS CAMERA IS!!! BEST PRODUCT EVER!!!!!!,fake,3
This phone is LIFE CHANGING!!!,fake,3
This laptop is BEST PRODUCT EVER!!!,fake,3
I can't believe how amazing this camera is!!! UNBELIEVABLE!!!,fake,3
LAPTOP IS MUST BUY!!! DON'T MISS OUT!!!!!!,fake,3
I bought this camera recently and it does the job. I bought this camera recently and it does the job.!!!,genuine,3
The phone not great. The phone not great.!!!,genuine,3
WATCH IS TOP QUALITY GUARANTEED!!! DON'T MISS OUT!!! WATCH IS TOP QUALITY GUARANTEED!!! DON'T MISS OUT!!!!!!,fake,3
"After using this phone, I feel it not great.!!!",genuine,3
"THIS HEADPHONES IS OKAY, IT WORTH THE PRICE. THIS HEADPHONES IS OKAY, IT WORTH THE PRICE.",genuine,3
This phone is MUST BUY!!!,fake,3
The camera good quality.,genuine,3
buy now before it's gone and win exciting prizes!!!,fake,3
I can't believe how amazing this camera is!!! BEST PRODUCT EVER!!! I can't believe how amazing this camera is!!! BEST PRODUCT EVER!!!,fake,3
The laptop does the job.,genuine,4
"After using this watch, I feel it worth the price. After using this watch, I feel it worth the price.",genuine,4
The laptop stopped working.,genuine,4
I BOUGHT THIS PHONE RECENTLY AND IT NOT GREAT.,genuine,4
CAMERA IS TOP QUALITY GUARANTEED!!! DON'T MISS OUT!!!!!!,fake,4
"After using this laptop, I feel it satisfied with the purchase.!!!",genuine,4
PHONE IS MUST BUY!!! DON'T MISS OUT!!!,fake,4
I bought this headphones recently and it good quality. I bought this headphones recently and it good quality.!!!,genuine,4
"This laptop is okay, it does the job.",genuine,4
"THIS WATCH IS OKAY, IT WORTH THE PRICE. THIS WATCH IS OKAY, IT WORTH THE PRICE.",genuine,4
click here now and win exciting prizes!!!,fake,4
I can't believe how amazing this camera is!!! LIFE CHANGING!!!,fake,4
LIFE CHANGING!!! EVERYONE SHOULD BUY THIS PHONE!!! LIFE CHANGING!!! EVERYONE SHOULD BUY THIS PHONE!!!,fake,4
"After using this headphones, I feel it poor quality. After using this headphones, I feel it poor quality.",genuine,4
I bought this watch recently and it disappointed.,genuine,4
BUY NOW BEFORE IT'S GONE!!! LIMITED TIME OFFER!!! BUY NOW BEFORE IT'S GONE!!! LIMITED TIME OFFER!!!!!!,fake,4
The camera worth the price.,genuine,4
I bought this headphones recently and it poor quality.,genuine,4
The watch worth the price.,genuine,4
BUY NOW BEFORE IT'S GONE!!! LIMITED TIME OFFER!!!,fake,4
I can't believe how amazing this camera is!!! LIFE CHANGING!!!,fake,4
I can't believe how amazing this watch is!!! LIFE CHANGING!!! I can't believe how amazing this watch is!!! LIFE CHANGING!!!,fake,4
LIFE CHANGING!!! Everyone should buy this camera!!!,fake,4
"After using this phone, I feel it not worth it.",genuine,4
buy now before it's gone for huge discounts!!!,fake,4
The watch stopped working.,genuine,4
This watch is TOP QUALITY GUARANTEED!!!,fake,4
"After using this laptop, I feel it not great. After using this laptop, I feel it not great.!!!",genuine,4
I CAN'T BELIEVE HOW AMAZING THIS PHONE IS!!! LIFE CHANGING!!!,fake,4
"After using this camera, I feel it works well. After using this camera, I feel it works well.",genuine,4
CLICK HERE NOW TO GET THIS PRODUCT NOW!!!!!!,fake,4
"THIS PHONE IS OKAY, IT GOOD QUALITY.!!!",genuine,4
"After using this laptop, I feel it disappointed. After using this laptop, I feel it disappointed.!!!",genuine,4
This laptop is LIFE CHANGING!!!,fake,4
This phone is LIFE CHANGING!!!!!!,fake,4
HEADPHONES IS BEST PRODUCT EVER!!! DON'T MISS OUT!!! HEADPHONES IS BEST PRODUCT EVER!!! DON'T MISS OUT!!!!!!,fake,4
I bought this headphones recently and it worth the price.,genuine,4
The phone poor quality.,genuine,4
TOP QUALITY GUARANTEED!!! Everyone should buy this headphones!!!,fake,4
MUST BUY!!! Everyone should buy this laptop!!! MUST BUY!!! Everyone should buy this laptop!!!,fake,4
visit this link to get this product now!!! visit this link to get this product now!!!!!!,fake,4
visit this link for huge discounts!!!!!!,fake,4
LAPTOP IS UNBELIEVABLE!!! DON'T MISS OUT!!!!!!,fake,4
"After using this phone, I feel it worth the price.",genuine,4
THIS HEADPHONES IS MUST BUY!!!!!!,fake,4
I bought this laptop recently and it satisfied with the purchase. I bought this laptop recently and it satisfied with the purchase.,genuine,4
visit this link and win exciting prizes!!!!!!,fake,4
earn money fast to get this product now!!! earn money fast to get this product now!!!,fake,4
LIMITED OFFER!!! LIMITED TIME OFFER!!!,fake,4
buy now before it's gone to get this product now!!!!!!,fake,4
visit this link to get this product now!!!!!!,fake,4
TOP QUALITY GUARANTEED!!! Everyone should buy this phone!!! TOP QUALITY GUARANTEED!!! Everyone should buy this phone!!!!!!,fake,4
I bought this camera recently and it good quality.,genuine,4
The laptop works well.,genuine,4
I bought this camera recently and it good quality.,genuine,4
I can't believe how amazing this headphones is!!! UNBELIEVABLE!!!,fake,4
"This headphones is okay, it not worth it.!!!",genuine,4
I bought this camera recently and it not great.,genuine,4
This headphones is TOP QUALITY GUARANTEED!!!!!!,fake,4
MUST BUY!!! Everyone should buy this laptop!!! MUST BUY!!! Everyone should buy this laptop!!!,fake,4
LAPTOP IS BEST PRODUCT EVER!!! DON'T MISS OUT!!!,fake,4
"After using this phone, I feel it worth the price.",genuine,4
I bought this laptop recently and it stopped working. I bought this laptop recently and it stopped working.!!!,genuine,4
"After using this phone, I feel it disappointed.!!!",genuine,4
"After using this watch, I feel it worth the price.!!!",genuine,4
THIS PHONE IS UNBELIEVABLE!!!,fake,4
buy now before it's gone to get this product now!!!!!!,fake,4
THE PHONE STOPPED WORKING.,genuine,4
The laptop poor quality.!!!,genuine,4
LAPTOP IS MUST BUY!!! DON'T MISS OUT!!! LAPTOP IS MUST BUY!!! DON'T MISS OUT!!!!!!,fake,4
I can't believe how amazing this phone is!!! BEST PRODUCT EVER!!!!!!,fake,4
I bought this phone recently and it does the job. I bought this phone recently and it does the job.!!!,genuine,4
I can't believe how amazing this watch is!!! BEST PRODUCT EVER!!!,fake,4
I CAN'T BELIEVE HOW AMAZING THIS WATCH IS!!! BEST PRODUCT EVER!!!,fake,4
I BOUGHT THIS CAMERA RECENTLY AND IT NOT WORTH IT. I BOUGHT THIS CAMERA RECENTLY AND IT NOT WORTH IT.,genuine,4
earn money fast to get this product now!!! earn money fast to get this product now!!!!!!,fake,4
"After using this phone, I feel it disappointed.",genuine,4
This headphones is BEST PRODUCT EVER!!!,fake,4
VISIT THIS LINK FOR HUGE DISCOUNTS!!!,fake,4
I can't believe how amazing this headphones is!!! TOP QUALITY GUARANTEED!!!,fake,4
"This laptop is okay, it worth the price.!!!",genuine,4
"This camera is okay, it disappointed.!!!",genuine,4
"After using this laptop, I feel it disappointed.",genuine,4
This camera is BEST PRODUCT EVER!!!,fake,4
TOP QUALITY GUARANTEED!!! Everyone should buy this camera!!!!!!,fake,4
The camera not great.!!!,genuine,4
CLICK HERE NOW!!! LIMITED TIME OFFER!!!!!!,fake,4
I CAN'T BELIEVE HOW AMAZING THIS HEADPHONES IS!!! TOP QUALITY GUARANTEED!!!,fake,4
"After using this laptop, I feel it worth the price. After using this laptop, I feel it worth the price.",genuine,4
I can't believe how amazing this watch is!!! BEST PRODUCT EVER!!!,fake,4
I can't believe how amazing this camera is!!! BEST PRODUCT EVER!!!,fake,4
I can't believe how amazing this camera is!!! LIFE CHANGING!!!,fake,4
BUY NOW BEFORE IT'S GONE AND WIN EXCITING PRIZES!!!!!!,fake,4
I bought this phone recently and it worth the price.,genuine,4
I can't believe how amazing this watch is!!! TOP QUALITY GUARANTEED!!!,fake,4
I CAN'T BELIEVE HOW AMAZING THIS HEADPHONES IS!!! TOP QUALITY GUARANTEED!!!,fake,4
PHONE IS BEST PRODUCT EVER!!! DON'T MISS OUT!!! PHONE IS BEST PRODUCT EVER!!! DON'T MISS OUT!!!,fake,4
This watch is TOP QUALITY GUARANTEED!!!,fake,4
This phone is MUST BUY!!!,fake,4
"This phone is okay, it stopped working.",genuine,4
buy now before it's gone for huge discounts!!! buy now before it's gone for huge discounts!!!,fake,4
This camera is UNBELIEVABLE!!!,fake,4
"AFTER USING THIS CAMERA, I FEEL IT WORTH THE PRICE. AFTER USING THIS CAMERA, I FEEL IT WORTH THE PRICE.",genuine,4
CAMERA IS TOP QUALITY GUARANTEED!!! DON'T MISS OUT!!!,fake,4
"This laptop is okay, it stopped working.!!!",genuine,4
I BOUGHT THIS LAPTOP RECENTLY AND IT DISAPPOINTED.,genuine,4
BEST PRODUCT EVER!!! Everyone should buy this camera!!!,fake,4
The phone good quality.!!!,genuine,4
I bought this laptop recently and it stopped working.,genuine,4
BEST PRODUCT EVER!!! EVERYONE SHOULD BUY THIS PHONE!!!,fake,4
I bought this laptop recently and it not worth it.,genuine,4
limited offer to get this product now!!!,fake,4
EARN MONEY FAST!!! LIMITED TIME OFFER!!! EARN MONEY FAST!!! LIMITED TIME OFFER!!!!!!,fake,4
click here now to get this product now!!!!!!,fake,4
I can't believe how amazing this watch is!!! BEST PRODUCT EVER!!! I can't believe how amazing this watch is!!! BEST PRODUCT EVER!!!,fake,4
CLICK HERE NOW!!! LIMITED TIME OFFER!!!,fake,4
The watch disappointed.,genuine,4
visit this link for huge discounts!!!,fake,4
PHONE IS UNBELIEVABLE!!! DON'T MISS OUT!!!!!!,fake,4
BEST PRODUCT EVER!!! EVERYONE SHOULD BUY THIS PHONE!!! BEST PRODUCT EVER!!! EVERYONE SHOULD BUY THIS PHONE!!!,fake,4
UNBELIEVABLE!!! Everyone should buy this watch!!!,fake,4
I can't believe how amazing this camera is!!! LIFE CHANGING!!!,fake,4
"AFTER USING THIS WATCH, I FEEL IT DOES THE JOB.!!!",genuine,4
TOP QUALITY GUARANTEED!!! Everyone should buy this phone!!!,fake,4
This phone is TOP QUALITY GUARANTEED!!!,fake,4
CAMERA IS TOP QUALITY GUARANTEED!!! DON'T MISS OUT!!!,fake,4
"This camera is okay, it worth the price.",genuine,4
I BOUGHT THIS PHONE RECENTLY AND IT SATISFIED WITH THE PURCHASE.!!!,genuine,4
BEST PRODUCT EVER!!! Everyone should buy this headphones!!!,fake,4
"After using this camera, I feel it disappointed.",genuine,4
The headphones does the job.,genuine,4
I bought this camera recently and it not great. I bought this camera recently and it not great.,genuine,4
The headphones satisfied with the purchase.,genuine,4
CLICK HERE NOW TO GET THIS PRODUCT NOW!!! CLICK HERE NOW TO GET THIS PRODUCT NOW!!!!!!,fake,4
"After using this headphones, I feel it works well. After using this headphones, I feel it works well.",genuine,4
HEADPHONES IS UNBELIEVABLE!!! DON'T MISS OUT!!!,fake,4
"After using this watch, I feel it not great.",genuine,4
PHONE IS TOP QUALITY GUARANTEED!!! DON'T MISS OUT!!!!!!,fake,4
HEADPHONES IS MUST BUY!!! DON'T MISS OUT!!!,fake,4
"This laptop is okay, it not worth it.",genuine,4
The headphones not great.!!!,genuine,4
earn money fast for huge discounts!!!!!!,fake,4
"THIS PHONE IS OKAY, IT WORKS WELL.",genuine,4
UNBELIEVABLE!!! Everyone should buy this laptop!!!!!!,fake,4
THE PHONE DISAPPOINTED.!!!,genuine,4
click here now for huge discounts!!!,fake,4
LAPTOP IS TOP QUALITY GUARANTEED!!! DON'T MISS OUT!!!,fake,4
visit this link to get this product now!!!,fake,4
CAMERA IS UNBELIEVABLE!!! DON'T MISS OUT!!! CAMERA IS UNBELIEVABLE!!! DON'T MISS OUT!!!,fake,4
The headphones not great.!!!,genuine,4
"THIS HEADPHONES IS OKAY, IT NOT WORTH IT.",genuine,4
This phone is MUST BUY!!!,fake,4
I BOUGHT THIS HEADPHONES RECENTLY AND IT DISAPPOINTED.!!!,genuine,4
"After using this headphones, I feel it poor quality.",genuine,4
"After using this watch, I feel it worth the price.!!!",genuine,4
This phone is MUST BUY!!!,fake,4
visit this link for huge discounts!!!!!!,fake,4
I CAN'T BELIEVE HOW AMAZING THIS CAMERA IS!!! TOP QUALITY GUARANTEED!!! I CAN'T BELIEVE HOW AMAZING THIS CAMERA IS!!! TOP QUALITY GUARANTEED!!!,fake,4
BUY NOW BEFORE IT'S GONE!!! LIMITED TIME OFFER!!! BUY NOW BEFORE IT'S GONE!!! LIMITED TIME OFFER!!!,fake,4
"After using this camera, I feel it poor quality. After using this camera, I feel it poor quality.",genuine,4
earn money fast and win exciting prizes!!!,fake,4
I bought this camera recently and it good quality. I bought this camera recently and it good quality.,genuine,4
This camera is LIFE CHANGING!!!,fake,4
"After using this headphones, I feel it satisfied with the purchase.",genuine,4
This camera is BEST PRODUCT EVER!!!,fake,4
MUST BUY!!! Everyone should buy this laptop!!! MUST BUY!!! Everyone should buy this laptop!!!,fake,4
UNBELIEVABLE!!! Everyone should buy this headphones!!! UNBELIEVABLE!!! Everyone should buy this headphones!!!!!!,fake,4
This phone is UNBELIEVABLE!!!!!!,fake,4
I can't believe how amazing this phone is!!! MUST BUY!!!,fake,4
This watch is BEST PRODUCT EVER!!! This watch is BEST PRODUCT EVER!!!,fake,4
This laptop is UNBELIEVABLE!!!!!!,fake,4
I can't believe how amazing this headphones is!!! LIFE CHANGING!!!!!!,fake,4
I can't believe how amazing this phone is!!! UNBELIEVABLE!!!,fake,4
I can't believe how amazing this headphones is!!! BEST PRODUCT EVER!!! I can't believe how amazing this headphones is!!! BEST PRODUCT EVER!!!,fake,4
CAMERA IS UNBELIEVABLE!!! DON'T MISS OUT!!!!!!,fake,4
"After using this camera, I feel it disappointed. After using this camera, I feel it disappointed.",genuine,4
This headphones is TOP QUALITY GUARANTEED!!! This headphones is TOP QUALITY GUARANTEED!!!!!!,fake,4
I bought this phone recently and it works well.!!!,genuine,4
I can't believe how amazing this watch is!!! TOP QUALITY GUARANTEED!!! I can't believe how amazing this watch is!!! TOP QUALITY GUARANTEED!!!,fake,4
MUST BUY!!! Everyone should buy this camera!!! MUST BUY!!! Everyone should buy this camera!!!,fake,4
earn money fast for huge discounts!!!!!!,fake,4
PHONE IS MUST BUY!!! DON'T MISS OUT!!!,fake,4
visit this link for huge discounts!!! visit this link for huge discounts!!!!!!,fake,4
This headphones is LIFE CHANGING!!!,fake,4
The headphones poor quality.!!!,genuine,4
TOP QUALITY GUARANTEED!!! Everyone should buy this camera!!!!!!,fake,4
PHONE IS UNBELIEVABLE!!! DON'T MISS OUT!!!,fake,4
LAPTOP IS UNBELIEVABLE!!! DON'T MISS OUT!!!,fake,4
HEADPHONES IS BEST PRODUCT EVER!!! DON'T MISS OUT!!!!!!,fake,4
I CAN'T BELIEVE HOW AMAZING THIS LAPTOP IS!!! BEST PRODUCT EVER!!! I CAN'T BELIEVE HOW AMAZING THIS LAPTOP IS!!! BEST PRODUCT EVER!!!,fake,4
CAMERA IS TOP QUALITY GUARANTEED!!! DON'T MISS OUT!!! CAMERA IS TOP QUALITY GUARANTEED!!! DON'T MISS OUT!!!,fake,4
WATCH IS MUST BUY!!! DON'T MISS OUT!!! WATCH IS MUST BUY!!! DON'T MISS OUT!!!,fake,4
This headphones is BEST PRODUCT EVER!!!!!!,fake,4
This headphones is TOP QUALITY GUARANTEED!!!,fake,4
CLICK HERE NOW!!! LIMITED TIME OFFER!!!!!!,fake,4
BUY NOW BEFORE IT'S GONE!!! LIMITED TIME OFFER!!! BUY NOW BEFORE IT'S GONE!!! LIMITED TIME OFFER!!!,fake,4
The camera stopped working. The camera stopped working.,genuine,4
This watch is UNBELIEVABLE!!!,fake,4
THIS PHONE IS MUST BUY!!!,fake,4
"THIS LAPTOP IS OKAY, IT NOT WORTH IT.",genuine,4
This laptop is TOP QUALITY GUARANTEED!!!,fake,4
LAPTOP IS TOP QUALITY GUARANTEED!!! DON'T MISS OUT!!! LAPTOP IS TOP QUALITY GUARANTEED!!! DON'T MISS OUT!!!,fake,4
click here now for huge discounts!!!!!!,fake,4
LIFE CHANGING!!! Everyone should buy this phone!!!!!!,fake,4
LAPTOP IS MUST BUY!!! DON'T MISS OUT!!!!!!,fake,4
I bought this headphones recently and it satisfied with the purchase.,genuine,4
earn money fast to get this product now!!!,fake,4
"This watch is okay, it not worth it.",genuine,4
THIS LAPTOP IS BEST PRODUCT EVER!!! THIS LAPTOP IS BEST PRODUCT EVER!!!,fake,4
TOP QUALITY GUARANTEED!!! EVERYONE SHOULD BUY THIS WATCH!!!,fake,4
"This phone is okay, it works well.",genuine,4
LIFE CHANGING!!! Everyone should buy this phone!!!,fake,4
THIS PHONE IS UNBELIEVABLE!!!,fake,4
LIFE CHANGING!!! EVERYONE SHOULD BUY THIS WATCH!!!,fake,4
This camera is MUST BUY!!!,fake,4
The phone worth the price.!!!,genuine,4
I bought this headphones recently and it good quality. I bought this headphones recently and it good quality.,genuine,4
This laptop is MUST BUY!!!,fake,4
I can't believe how amazing this laptop is!!! BEST PRODUCT EVER!!! I can't believe how amazing this laptop is!!! BEST PRODUCT EVER!!!,fake,4
"This camera is okay, it disappointed.",genuine,4
THIS CAMERA IS MUST BUY!!! THIS CAMERA IS MUST BUY!!!!!!,fake,4
visit this link for huge discounts!!! visit this link for huge discounts!!!!!!,fake,4
BEST PRODUCT EVER!!! Everyone should buy this headphones!!!,fake,4
VISIT THIS LINK AND WIN EXCITING PRIZES!!!,fake,4
limited offer and win exciting prizes!!!,fake,4
earn money fast for huge discounts!!!!!!,fake,4
This laptop is LIFE CHANGING!!!,fake,4
The headphones stopped working. The headphones stopped working.,genuine,4
This headphones is BEST PRODUCT EVER!!!!!!,fake,4
"This watch is okay, it works well. This watch is okay, it works well.",genuine,4
I bought this headphones recently and it good quality.,genuine,4
The laptop does the job.!!!,genuine,4
