review_text,label,rating,source,combined_text
LIFE CHANGING!!! Everyone should buy this laptop!!!!!!,1,4,clean,LIFE CHANGING!!! Everyone should buy this laptop!!!!!!
The watch good quality.,0,3,clean,The watch good quality.
limited offer for huge discounts!!!,1,4,clean,limited offer for huge discounts!!! rating 4
"Late last night I read this book and thought it was good.  I really enjoyed this book.  I am very happy I got to read the other books in this series.I enjoyed this book.  It was good, but it had some issues with the story.  The first one was a bit predictable, the second one was a bit more interesting.  I really liked the first book in the series and I can't wait to see what happens next.This book was sweet and romantic.  It's not a bad story, but it just wasn't for me.  I loved it and would recommend this book to others.I read this book in one sitting and was hooked from the first page. I enjoyed the story and the characters. It was a good read and I was looking forward to reading the next book in the series.I was given this book for an honest review.  I was hoping for more of this story but it was a little too short.  I didn't really like the idea of the book but it was a good book and would be a good read.I'm very pleased to say I've read all three books in this series.  I have loved every book they have had.  They are so full of life and love and emotion.  I really enjoyed the characters and",1,3,noisy,"Late last night I read this book and thought it was good.  I really enjoyed this book.  I am very happy I got to read the other books in this series.I enjoyed this book.  It was good, but it had some issues with the story.  The first one was a bit predictable, the second one was a bit more interesting.  I really liked the first book in the series and I can't wait to see what happens next.This book was sweet and romantic.  It's not a bad story, but it just wasn't for me.  I loved it and would recommend this book to others.I read this book in one sitting and was hooked from the first page. I enjoyed the story and the characters. It was a good read and I was looking forward to reading the next book in the series.I was given this book for an honest review.  I was hoping for more of this story but it was a little too short.  I didn't really like the idea of the book but it was a good book and would be a good read.I'm very pleased to say I've read all three books in this series.  I have loved every book they have had.  They are so full of life and love and emotion.  I really enjoyed the characters and"
earn money fast to get this product now!!!!!!,1,3,clean,earn money fast to get this product now!!!!!!
EARN MONEY FAST TO GET THIS PRODUCT NOW!!!,1,3,clean,EARN MONEY FAST TO GET THIS PRODUCT NOW!!!
CAMERA IS LIFE CHANGING!!! DON'T MISS OUT!!!,1,4,clean,CAMERA IS LIFE CHANGING!!! DON'T MISS OUT!!! rating 4
This watch is TOP QUALITY GUARANTEED!!! This watch is TOP QUALITY GUARANTEED!!!,1,4,clean,This watch is TOP QUALITY GUARANTEED!!! This watch is TOP QUALITY GUARANTEED!!! rating 4
PHONE IS UNBELIEVABLE!!! DON'T MISS OUT!!!,1,3,clean,PHONE IS UNBELIEVABLE!!! DON'T MISS OUT!!!
I bought this watch recently and it disappointed.,0,5,clean,I bought this watch recently and it disappointed.
I can't believe how amazing this phone is!!! MUST BUY!!! I can't believe how amazing this phone is!!! MUST BUY!!!,1,5,clean,I can't believe how amazing this phone is!!! MUST BUY!!! I can't believe how amazing this phone is!!! MUST BUY!!!. Rating: 5
"AFTER USING THIS LAPTOP, I FEEL IT SATISFIED WITH THE PURCHASE.",0,4,clean,"AFTER USING THIS LAPTOP, I FEEL IT SATISFIED WITH THE PURCHASE."
BEST PRODUCT EVER!!! Everyone should buy this watch!!! BEST PRODUCT EVER!!! Everyone should buy this watch!!!!!!,1,2,clean,BEST PRODUCT EVER!!! Everyone should buy this watch!!! BEST PRODUCT EVER!!! Everyone should buy this watch!!!!!! rating 2
"These are great, good set to buy but I added the couple larger pieces also.",0,5,noisy,"These are great, good set to buy but I added the couple larger pieces also.. Rating: 5"
The phone not great. The phone not great.!!!,0,3,clean,The phone not great. The phone not great.!!!
PHONE IS LIFE CHANGING!!! DON'T MISS OUT!!! PHONE IS LIFE CHANGING!!! DON'T MISS OUT!!!!!!,1,3,clean,PHONE IS LIFE CHANGING!!! DON'T MISS OUT!!! PHONE IS LIFE CHANGING!!! DON'T MISS OUT!!!!!!. Rating: 3
Love this movie never gets old and I'm 28. But I always rent it for my 2 year old she loves it.,0,5,noisy,Love this movie never gets old and I'm 28. But I always rent it for my 2 year old she loves it.
"These are a great alternative to an old pair of shoes.  I also like the way the toe is so adjustable.  I am a 32D, and these are great.",1,4,noisy,"These are a great alternative to an old pair of shoes.  I also like the way the toe is so adjustable.  I am a 32D, and these are great.. Rating: 4"
limited offer for huge discounts!!! limited offer for huge discounts!!!,1,3,clean,limited offer for huge discounts!!! limited offer for huge discounts!!!. Rating: 3
"This is such a stunningly beautiful edition. I had been on the fence before purchasing, but I'm so happy I did. This is especially great because I got into the series too late to collect the original hardbacks, so my collection is a hodgepodge of hardcover and paperbacks which are all beginning to show their age. This will be so great to share with children who are new to the wizarding world! (Sorry for the shadows in my pic, I'm outdoors!)",0,5,noisy,"This is such a stunningly beautiful edition. I had been on the fence before purchasing, but I'm so happy I did. This is especially great because I got into the series too late to collect the original hardbacks, so my collection is a hodgepodge of hardcover and paperbacks which are all beginning to show their age. This will be so great to share with children who are new to the wizarding world! (Sorry for the shadows in my pic, I'm outdoors!) rating 5"
"This is the 3 Geberitator. The only difference is that it comes with a small screw driver.

I had to replace the tool with the Porter Cable, so it is",1,5,noisy,"This is the 3 Geberitator. The only difference is that it comes with a small screw driver.

I had to replace the tool with the Porter Cable, so it is rating 5"
"From the photo, it's difficult to see the cell phone in the picture.

The screen is very bright and bright. The front of the camera is the lightest in the picture. The back of the camera is a clear view. The size of the cell phone is very good. I haven't used it with a portable phone, but I have a Samsung Galaxy S4 and the size of the screen is very good. I haven't used it with an Apple device, but I have used it with a Kindle Fire HDX.",1,4,noisy,"From the photo, it's difficult to see the cell phone in the picture.

The screen is very bright and bright. The front of the camera is the lightest in the picture. The back of the camera is a clear view. The size of the cell phone is very good. I haven't used it with a portable phone, but I have a Samsung Galaxy S4 and the size of the screen is very good. I haven't used it with an Apple device, but I have used it with a Kindle Fire HDX. rating 4"
HEADPHONES IS TOP QUALITY GUARANTEED!!! DON'T MISS OUT!!!,1,3,clean,HEADPHONES IS TOP QUALITY GUARANTEED!!! DON'T MISS OUT!!! rating 3
Great little music toy but it has the right feel. I will keep this for the kids and grandchildren.great book. The characters are believable and the story is told in a very,1,4,noisy,Great little music toy but it has the right feel. I will keep this for the kids and grandchildren.great book. The characters are believable and the story is told in a very rating 4
I bought this headphones recently and it good quality. I bought this headphones recently and it good quality.,0,3,clean,I bought this headphones recently and it good quality. I bought this headphones recently and it good quality. rating 3
EARN MONEY FAST TO GET THIS PRODUCT NOW!!!,1,4,clean,EARN MONEY FAST TO GET THIS PRODUCT NOW!!!
limited offer for huge discounts!!!!!!,1,5,clean,limited offer for huge discounts!!!!!! rating 5
"After using this headphones, I feel it does the job. After using this headphones, I feel it does the job.!!!",0,3,clean,"After using this headphones, I feel it does the job. After using this headphones, I feel it does the job.!!!"
BUY NOW BEFORE IT'S GONE AND WIN EXCITING PRIZES!!!!!!,1,4,clean,BUY NOW BEFORE IT'S GONE AND WIN EXCITING PRIZES!!!!!!
THIS LAPTOP IS LIFE CHANGING!!!,1,5,clean,THIS LAPTOP IS LIFE CHANGING!!!. Rating: 5
The phone not great. The phone not great.!!!,0,3,clean,The phone not great. The phone not great.!!! rating 3
LIMITED OFFER AND WIN EXCITING PRIZES!!!,1,2,clean,LIMITED OFFER AND WIN EXCITING PRIZES!!!
"First off, I am a big fan of both Oliver Platt and Liam Neeson. I loved this movie lots of action and best of all you care about the characters. The surrounding cast is also terrific especially the therapy group. You'll see.",0,5,noisy,"First off, I am a big fan of both Oliver Platt and Liam Neeson. I loved this movie lots of action and best of all you care about the characters. The surrounding cast is also terrific especially the therapy group. You'll see."
This headphones is BEST PRODUCT EVER!!!,1,3,clean,This headphones is BEST PRODUCT EVER!!!
THIS PHONE IS TOP QUALITY GUARANTEED!!!,1,4,clean,THIS PHONE IS TOP QUALITY GUARANTEED!!! rating 4
I don't understand why people are so defensive when they say this is a wristband. I just use it for the gym and I am not going to have any issues with it.,1,2,noisy,I don't understand why people are so defensive when they say this is a wristband. I just use it for the gym and I am not going to have any issues with it.. Rating: 2
"We purchased this item for my daughter and she loves it.  She also loves the music and the other items.  The plastic parts are very sturdy, and the pieces are very sturdy.  The only complaint I",1,5,noisy,"We purchased this item for my daughter and she loves it.  She also loves the music and the other items.  The plastic parts are very sturdy, and the pieces are very sturdy.  The only complaint I. Rating: 5"
"I saw this at my local store and thought it was pretty cool. It's been a couple months and I think it's a great value. I think the price is right too. I had this for a few months, and it's still working fine. The only thing I don't like is the the color, which is a little on the bright side. I wish I had had gotten it a little earlier, but it's still a good product. I'd definitely recommend this item. I bought this as a gift for my son who loves to read books and has always loved to read books. It is a nice size for a small toddler and I like the color and the fact that it has a short handle to hold the book. I will be buying another one for my daughter as she is a bit of a book sleeper. I received this item at a discount in exchange for my honest and unbiased review. These are really nice quality sheets. They are made of polyester and they are made of a lightweight material. I have no idea how they would hold up to the weight of the mattress. I bought them for my daughter because she likes the way they stack up. I have a little old mattress and these sheets are a great value.",1,4,noisy,"I saw this at my local store and thought it was pretty cool. It's been a couple months and I think it's a great value. I think the price is right too. I had this for a few months, and it's still working fine. The only thing I don't like is the the color, which is a little on the bright side. I wish I had had gotten it a little earlier, but it's still a good product. I'd definitely recommend this item. I bought this as a gift for my son who loves to read books and has always loved to read books. It is a nice size for a small toddler and I like the color and the fact that it has a short handle to hold the book. I will be buying another one for my daughter as she is a bit of a book sleeper. I received this item at a discount in exchange for my honest and unbiased review. These are really nice quality sheets. They are made of polyester and they are made of a lightweight material. I have no idea how they would hold up to the weight of the mattress. I bought them for my daughter because she likes the way they stack up. I have a little old mattress and these sheets are a great value. rating 4"
"This camera is okay, it not worth it.",0,4,clean,"This camera is okay, it not worth it. rating 4"
buy now before it's gone to get this product now!!!!!!,1,4,clean,buy now before it's gone to get this product now!!!!!!
"After using this laptop, I feel it does the job. After using this laptop, I feel it does the job.",0,3,clean,"After using this laptop, I feel it does the job. After using this laptop, I feel it does the job."
PHONE IS UNBELIEVABLE!!! DON'T MISS OUT!!!!!!,1,4,clean,PHONE IS UNBELIEVABLE!!! DON'T MISS OUT!!!!!!
I bought this camera recently and it stopped working.,0,3,clean,I bought this camera recently and it stopped working.. Rating: 3
VISIT THIS LINK FOR HUGE DISCOUNTS!!! VISIT THIS LINK FOR HUGE DISCOUNTS!!!,1,3,clean,VISIT THIS LINK FOR HUGE DISCOUNTS!!! VISIT THIS LINK FOR HUGE DISCOUNTS!!! rating 3
The laptop stopped working.!!!,0,4,clean,The laptop stopped working.!!!
CAMERA IS UNBELIEVABLE!!! DON'T MISS OUT!!! CAMERA IS UNBELIEVABLE!!! DON'T MISS OUT!!!!!!,1,3,clean,CAMERA IS UNBELIEVABLE!!! DON'T MISS OUT!!! CAMERA IS UNBELIEVABLE!!! DON'T MISS OUT!!!!!! rating 3
I bought this headphones recently and it disappointed.!!!,0,3,clean,I bought this headphones recently and it disappointed.!!!
"After using this phone, I feel it not worth it. After using this phone, I feel it not worth it.",0,2,clean,"After using this phone, I feel it not worth it. After using this phone, I feel it not worth it. rating 2"
MUST BUY!!! Everyone should buy this camera!!!,1,2,clean,MUST BUY!!! Everyone should buy this camera!!!
"After using this camera, I feel it works well. After using this camera, I feel it works well.!!!",0,3,clean,"After using this camera, I feel it works well. After using this camera, I feel it works well.!!! rating 3"
LAPTOP IS TOP QUALITY GUARANTEED!!! DON'T MISS OUT!!!,1,5,clean,LAPTOP IS TOP QUALITY GUARANTEED!!! DON'T MISS OUT!!!. Rating: 5
"I had never heard of this book, but it is a great book for a beginner to the art of writing.  The book is easy to follow, and the illustrations are very interesting.  The book is not in the same format as the other books I have read.  The book is a fast read, and the book",1,4,noisy,"I had never heard of this book, but it is a great book for a beginner to the art of writing.  The book is easy to follow, and the illustrations are very interesting.  The book is not in the same format as the other books I have read.  The book is a fast read, and the book rating 4"
"This watch is okay, it good quality.",0,4,clean,"This watch is okay, it good quality. rating 4"
VISIT THIS LINK!!! LIMITED TIME OFFER!!! VISIT THIS LINK!!! LIMITED TIME OFFER!!!,1,4,clean,VISIT THIS LINK!!! LIMITED TIME OFFER!!! VISIT THIS LINK!!! LIMITED TIME OFFER!!! rating 4
This headphones is MUST BUY!!! This headphones is MUST BUY!!!,1,4,clean,This headphones is MUST BUY!!! This headphones is MUST BUY!!!. Rating: 4
BUY NOW BEFORE IT'S GONE FOR HUGE DISCOUNTS!!!,1,3,clean,BUY NOW BEFORE IT'S GONE FOR HUGE DISCOUNTS!!! rating 3
The camera not worth it.,0,4,clean,The camera not worth it.
BEST PRODUCT EVER!!! Everyone should buy this headphones!!!,1,4,clean,BEST PRODUCT EVER!!! Everyone should buy this headphones!!!
I love when I can get lost in a novel like this. I enjoyed the characters and their challenges. I also love when characters grow and develop within a story!,0,5,noisy,I love when I can get lost in a novel like this. I enjoyed the characters and their challenges. I also love when characters grow and develop within a story!. Rating: 5
Solid choice if youre looking for this type of item,0,4,clean,Solid choice if youre looking for this type of item. Rating: 4
My mustached parakeet digs on this. The only problem is that it's kind of hard,1,5,noisy,My mustached parakeet digs on this. The only problem is that it's kind of hard
I can't believe how amazing this laptop is!!! MUST BUY!!!,1,4,clean,I can't believe how amazing this laptop is!!! MUST BUY!!!. Rating: 4
UNBELIEVABLE!!! Everyone should buy this camera!!!,1,5,clean,UNBELIEVABLE!!! Everyone should buy this camera!!!. Rating: 5
The phone satisfied with the purchase. The phone satisfied with the purchase.!!!,0,3,clean,The phone satisfied with the purchase. The phone satisfied with the purchase.!!!. Rating: 3
LAPTOP IS BEST PRODUCT EVER!!! DON'T MISS OUT!!!,1,5,clean,LAPTOP IS BEST PRODUCT EVER!!! DON'T MISS OUT!!!
PHONE IS MUST BUY!!! DON'T MISS OUT!!!,1,3,clean,PHONE IS MUST BUY!!! DON'T MISS OUT!!!
I can't believe how amazing this phone is!!! BEST PRODUCT EVER!!! I can't believe how amazing this phone is!!! BEST PRODUCT EVER!!!!!!,1,2,clean,I can't believe how amazing this phone is!!! BEST PRODUCT EVER!!! I can't believe how amazing this phone is!!! BEST PRODUCT EVER!!!!!!
"Great story, not just sex -although the S.E.X. was incredibly hot... This series has just gotten better and better",0,5,noisy,"Great story, not just sex -although the S.E.X. was incredibly hot... This series has just gotten better and better rating 5"
"THIS HEADPHONES IS OKAY, IT WORTH THE PRICE.",0,3,clean,"THIS HEADPHONES IS OKAY, IT WORTH THE PRICE. rating 3"
I bought this laptop recently and it not worth it.,0,3,clean,I bought this laptop recently and it not worth it. rating 3
Average product neither great nor terrible,0,4,clean,Average product neither great nor terrible rating 4
"After using this phone, I feel it works well. After using this phone, I feel it works well.",0,3,clean,"After using this phone, I feel it works well. After using this phone, I feel it works well."
"Ok, so here goes.... The wheels do NOT move very well.  The wheels just roll over the floor.  The floor is also a mess.  The plastic is not sturdy enough to stand up to a toddler.  The carpet is very messy.  This is a problem for most adults.  The bottom line is the wheels are not very durable and it is a little challenging to get them to move.  I highly recommend this toy.  I have a few other toys that have been very disappointing.  I would recommend this toy.  This toy is well built and the front wheels are very sturdy.  The rear wheels are a little too big for my 3 year old, but I like that they stay on the floor.  The front wheels also",1,2,noisy,"Ok, so here goes.... The wheels do NOT move very well.  The wheels just roll over the floor.  The floor is also a mess.  The plastic is not sturdy enough to stand up to a toddler.  The carpet is very messy.  This is a problem for most adults.  The bottom line is the wheels are not very durable and it is a little challenging to get them to move.  I highly recommend this toy.  I have a few other toys that have been very disappointing.  I would recommend this toy.  This toy is well built and the front wheels are very sturdy.  The rear wheels are a little too big for my 3 year old, but I like that they stay on the floor.  The front wheels also"
buy now before it's gone to get this product now!!!,1,5,clean,buy now before it's gone to get this product now!!!
UNBELIEVABLE!!! Everyone should buy this phone!!!!!!,1,3,clean,UNBELIEVABLE!!! Everyone should buy this phone!!!!!! rating 3
limited offer to get this product now!!!!!!,1,4,clean,limited offer to get this product now!!!!!!
I bought this camera recently and it not great. I bought this camera recently and it not great.,0,4,clean,I bought this camera recently and it not great. I bought this camera recently and it not great. rating 4
The polish in this form is so much easier to use than the firmer polish in the cans. I would recommend this polish to others.,0,5,noisy,The polish in this form is so much easier to use than the firmer polish in the cans. I would recommend this polish to others.. Rating: 5
limited offer and win exciting prizes!!!,1,2,clean,limited offer and win exciting prizes!!!. Rating: 2
"This camera is okay, it disappointed. This camera is okay, it disappointed.",0,4,clean,"This camera is okay, it disappointed. This camera is okay, it disappointed."
"For playing games and for hearing exercises, the knee pads are a must for my feet.  The pads are adjustable and can be used for",1,5,noisy,"For playing games and for hearing exercises, the knee pads are a must for my feet.  The pads are adjustable and can be used for"
WATCH IS BEST PRODUCT EVER!!! DON'T MISS OUT!!!,1,3,clean,WATCH IS BEST PRODUCT EVER!!! DON'T MISS OUT!!! rating 3
MUST BUY!!! Everyone should buy this camera!!!,1,3,clean,MUST BUY!!! Everyone should buy this camera!!!. Rating: 3
THIS PHONE IS MUST BUY!!! THIS PHONE IS MUST BUY!!!,1,5,clean,THIS PHONE IS MUST BUY!!! THIS PHONE IS MUST BUY!!!
CLICK HERE NOW!!! LIMITED TIME OFFER!!! CLICK HERE NOW!!! LIMITED TIME OFFER!!!!!!,1,4,clean,CLICK HERE NOW!!! LIMITED TIME OFFER!!! CLICK HERE NOW!!! LIMITED TIME OFFER!!!!!! rating 4
"This is finally the best waste option in south Texas I found. It is amazing stuff and comes in handy when I do not have sanitation. Great for camping, boating, and emergencies.",0,5,noisy,"This is finally the best waste option in south Texas I found. It is amazing stuff and comes in handy when I do not have sanitation. Great for camping, boating, and emergencies."
earn money fast to get this product now!!!,1,4,clean,earn money fast to get this product now!!! rating 4
"Highly recommend all three (Engaging, Sexy, and Hot). I will definitely be buying the",1,5,noisy,"Highly recommend all three (Engaging, Sexy, and Hot). I will definitely be buying the rating 5"
"After using this headphones, I feel it not worth it.!!!",0,2,clean,"After using this headphones, I feel it not worth it.!!!. Rating: 2"
PHONE IS UNBELIEVABLE!!! DON'T MISS OUT!!!,1,2,clean,PHONE IS UNBELIEVABLE!!! DON'T MISS OUT!!!
"THIS WATCH IS OKAY, IT GOOD QUALITY.",0,5,clean,"THIS WATCH IS OKAY, IT GOOD QUALITY."
"This watch is okay, it poor quality.",0,4,clean,"This watch is okay, it poor quality. rating 4"
HEADPHONES IS TOP QUALITY GUARANTEED!!! DON'T MISS OUT!!! HEADPHONES IS TOP QUALITY GUARANTEED!!! DON'T MISS OUT!!!,1,3,clean,HEADPHONES IS TOP QUALITY GUARANTEED!!! DON'T MISS OUT!!! HEADPHONES IS TOP QUALITY GUARANTEED!!! DON'T MISS OUT!!!. Rating: 3
this is great  on my back  i put it on  wall  and  roll  it up and down  bending  my knees to small  for me  to lay on floor  to do  make sure before on wall  that it does not hurt your paint  on wall,0,5,noisy,this is great  on my back  i put it on  wall  and  roll  it up and down  bending  my knees to small  for me  to lay on floor  to do  make sure before on wall  that it does not hurt your paint  on wall
limited offer for huge discounts!!! limited offer for huge discounts!!!,1,5,clean,limited offer for huge discounts!!! limited offer for huge discounts!!!
"Love Nora Robert's books,  Strong women, a little intrigue, a little romance...just right for a good read.....have read many of her books",0,5,noisy,"Love Nora Robert's books,  Strong women, a little intrigue, a little romance...just right for a good read.....have read many of her books. Rating: 5"
I CAN'T BELIEVE HOW AMAZING THIS CAMERA IS!!! BEST PRODUCT EVER!!!,1,4,clean,I CAN'T BELIEVE HOW AMAZING THIS CAMERA IS!!! BEST PRODUCT EVER!!!. Rating: 4
"After using this laptop, I feel it disappointed.!!!",0,4,clean,"After using this laptop, I feel it disappointed.!!! rating 4"
I CAN'T BELIEVE HOW AMAZING THIS HEADPHONES IS!!! LIFE CHANGING!!!!!!,1,3,clean,I CAN'T BELIEVE HOW AMAZING THIS HEADPHONES IS!!! LIFE CHANGING!!!!!!
Honestly cant imagine life without it now,1,3,clean,Honestly cant imagine life without it now
Really happy with my purchase so far,0,4,clean,Really happy with my purchase so far
BEST PRODUCT EVER!!! Everyone should buy this laptop!!!,1,3,clean,BEST PRODUCT EVER!!! Everyone should buy this laptop!!!
PHONE IS MUST BUY!!! DON'T MISS OUT!!!!!!,1,4,clean,PHONE IS MUST BUY!!! DON'T MISS OUT!!!!!! rating 4
CAMERA IS UNBELIEVABLE!!! DON'T MISS OUT!!!,1,4,clean,CAMERA IS UNBELIEVABLE!!! DON'T MISS OUT!!!
"AFTER USING THIS CAMERA, I FEEL IT GOOD QUALITY.",0,3,clean,"AFTER USING THIS CAMERA, I FEEL IT GOOD QUALITY.. Rating: 3"
Certainly not what I expected.  I had the knee pads on and they didn't stay on.  I had to return them.  I also ordered the Treme cover.  This cover is a little,1,3,noisy,Certainly not what I expected.  I had the knee pads on and they didn't stay on.  I had to return them.  I also ordered the Treme cover.  This cover is a little
"After using this phone, I feel it disappointed.",0,4,clean,"After using this phone, I feel it disappointed. rating 4"
"This watch is okay, it stopped working.!!!",0,2,clean,"This watch is okay, it stopped working.!!!"
"After using this laptop, I feel it stopped working.",0,1,clean,"After using this laptop, I feel it stopped working."
buy now before it's gone and win exciting prizes!!!,1,4,clean,buy now before it's gone and win exciting prizes!!!
"After using this phone, I feel it satisfied with the purchase. After using this phone, I feel it satisfied with the purchase.",0,2,clean,"After using this phone, I feel it satisfied with the purchase. After using this phone, I feel it satisfied with the purchase.. Rating: 2"
VISIT THIS LINK!!! LIMITED TIME OFFER!!! VISIT THIS LINK!!! LIMITED TIME OFFER!!!!!!,1,3,clean,VISIT THIS LINK!!! LIMITED TIME OFFER!!! VISIT THIS LINK!!! LIMITED TIME OFFER!!!!!!. Rating: 3
I BOUGHT THIS WATCH RECENTLY AND IT GOOD QUALITY.,0,4,clean,I BOUGHT THIS WATCH RECENTLY AND IT GOOD QUALITY. rating 4
"This watch is okay, it worth the price. This watch is okay, it worth the price.",0,3,clean,"This watch is okay, it worth the price. This watch is okay, it worth the price."
I can't believe how amazing this camera is!!! BEST PRODUCT EVER!!!,1,4,clean,I can't believe how amazing this camera is!!! BEST PRODUCT EVER!!! rating 4
"I like it, however I do not like the taste. I will not buy it again. My dog is so small that I am not able to get her to wear this. This is a bit small for her, but I am glad it was made with good quality material.",1,4,noisy,"I like it, however I do not like the taste. I will not buy it again. My dog is so small that I am not able to get her to wear this. This is a bit small for her, but I am glad it was made with good quality material.. Rating: 4"
"After using this camera, I feel it stopped working. After using this camera, I feel it stopped working.!!!",0,4,clean,"After using this camera, I feel it stopped working. After using this camera, I feel it stopped working.!!! rating 4"
WATCH IS MUST BUY!!! DON'T MISS OUT!!! WATCH IS MUST BUY!!! DON'T MISS OUT!!!,1,3,clean,WATCH IS MUST BUY!!! DON'T MISS OUT!!! WATCH IS MUST BUY!!! DON'T MISS OUT!!!
"As a stand-alone book, The Long Earth takes its time getting started, which may put off Pratchett's usual audience. The thing is, it's not a stand-alone. It's the first half of a 2-part series, which may explain they very many apparently random events and characters and why the ending feels so odd: it's not really the end.

The Long Earth is equal parts SF and real (and very hardcore) science, with a huge number of callbacks to Sir Pterry's Science of Discworld books. Pratchett and Baxter's world-building is outstanding, believable, and meticulous. Well, aside from the steampunk airship. The humour is far more subtle than most of Pratchett's other work; more like Nation than the Discworld novels.

Like Pratchett's Unseen Academicals, The Long Earth has a vaguely hallucinatory feel. This may be intentional, or a symptom of the Embuggerance. For all that, it's a relatively quick and easy read. If you're unsure about buying it, you may want to borrow a copy from a friend.",0,4,noisy,"As a stand-alone book, The Long Earth takes its time getting started, which may put off Pratchett's usual audience. The thing is, it's not a stand-alone. It's the first half of a 2-part series, which may explain they very many apparently random events and characters and why the ending feels so odd: it's not really the end.

The Long Earth is equal parts SF and real (and very hardcore) science, with a huge number of callbacks to Sir Pterry's Science of Discworld books. Pratchett and Baxter's world-building is outstanding, believable, and meticulous. Well, aside from the steampunk airship. The humour is far more subtle than most of Pratchett's other work; more like Nation than the Discworld novels.

Like Pratchett's Unseen Academicals, The Long Earth has a vaguely hallucinatory feel. This may be intentional, or a symptom of the Embuggerance. For all that, it's a relatively quick and easy read. If you're unsure about buying it, you may want to borrow a copy from a friend."
"This headphones is okay, it satisfied with the purchase.!!!",0,3,clean,"This headphones is okay, it satisfied with the purchase.!!! rating 3"
8 month old granddaughter really loved it and still plays with it a year later.,0,5,noisy,8 month old granddaughter really loved it and still plays with it a year later.
I CAN'T BELIEVE HOW AMAZING THIS CAMERA IS!!! LIFE CHANGING!!!,1,4,clean,I CAN'T BELIEVE HOW AMAZING THIS CAMERA IS!!! LIFE CHANGING!!!
"THIS HEADPHONES IS OKAY, IT WORTH THE PRICE.",0,4,clean,"THIS HEADPHONES IS OKAY, IT WORTH THE PRICE."
This camera is TOP QUALITY GUARANTEED!!!!!!,1,4,clean,This camera is TOP QUALITY GUARANTEED!!!!!! rating 4
buy now before it's gone to get this product now!!! buy now before it's gone to get this product now!!!,1,4,clean,buy now before it's gone to get this product now!!! buy now before it's gone to get this product now!!!
The headphones satisfied with the purchase. The headphones satisfied with the purchase.!!!,0,4,clean,The headphones satisfied with the purchase. The headphones satisfied with the purchase.!!!
kinda regret getting it here since my friend showed me a much lower price online. ,1,4,clean,kinda regret getting it here since my friend showed me a much lower price online.  rating 4
LAPTOP IS BEST PRODUCT EVER!!! DON'T MISS OUT!!!,1,5,clean,LAPTOP IS BEST PRODUCT EVER!!! DON'T MISS OUT!!!. Rating: 5
This laptop is UNBELIEVABLE!!!,1,4,clean,This laptop is UNBELIEVABLE!!!. Rating: 4
"This camera is okay, it not worth it.",0,4,clean,"This camera is okay, it not worth it."
CAMERA IS UNBELIEVABLE!!! DON'T MISS OUT!!! CAMERA IS UNBELIEVABLE!!! DON'T MISS OUT!!!,1,4,clean,CAMERA IS UNBELIEVABLE!!! DON'T MISS OUT!!! CAMERA IS UNBELIEVABLE!!! DON'T MISS OUT!!! rating 4
UNBELIEVABLE!!! EVERYONE SHOULD BUY THIS HEADPHONES!!! UNBELIEVABLE!!! EVERYONE SHOULD BUY THIS HEADPHONES!!!,1,4,clean,UNBELIEVABLE!!! EVERYONE SHOULD BUY THIS HEADPHONES!!! UNBELIEVABLE!!! EVERYONE SHOULD BUY THIS HEADPHONES!!!
I was expecting them a bit small but they are great!!! I can not find them in Mexico but thakns to technology I can get them,0,4,noisy,I was expecting them a bit small but they are great!!! I can not find them in Mexico but thakns to technology I can get them
The camera worth the price. The camera worth the price.!!!,0,3,clean,The camera worth the price. The camera worth the price.!!!
click here now to get this product now!!!,1,3,clean,click here now to get this product now!!!. Rating: 3
I can't believe how amazing this headphones is!!! MUST BUY!!!,1,3,clean,I can't believe how amazing this headphones is!!! MUST BUY!!!
"This laptop is okay, it worth the price. This laptop is okay, it worth the price.",0,5,clean,"This laptop is okay, it worth the price. This laptop is okay, it worth the price. rating 5"
This camera is LIFE CHANGING!!!,1,2,clean,This camera is LIFE CHANGING!!!. Rating: 2
"Broke instantly, required pliers to remove from light socket, affixed permanently to bulb which had to be thrown away with the defective product.

Update: Replacement is shipping now, Customer service was very quick and friendly about it.

Update 2: Received Replacement Product which works perfectly a few days after original purchase.",0,4,noisy,"Broke instantly, required pliers to remove from light socket, affixed permanently to bulb which had to be thrown away with the defective product.

Update: Replacement is shipping now, Customer service was very quick and friendly about it.

Update 2: Received Replacement Product which works perfectly a few days after original purchase. rating 4"
"After using this laptop, I feel it not worth it.",0,3,clean,"After using this laptop, I feel it not worth it. rating 3"
great head phones  they do exactly what the advertisement says they do great quality sound very comfortable on the ears,0,5,noisy,great head phones  they do exactly what the advertisement says they do great quality sound very comfortable on the ears
VISIT THIS LINK!!! LIMITED TIME OFFER!!!,1,2,clean,VISIT THIS LINK!!! LIMITED TIME OFFER!!!
THE HEADPHONES STOPPED WORKING.,0,3,clean,THE HEADPHONES STOPPED WORKING. rating 3
I bought this watch recently and it does the job.!!!,0,4,clean,I bought this watch recently and it does the job.!!!
"too long in the body, very very tight  and prefer a higher cut leg.  item fine, just my personal taste.
item returned.",0,3,noisy,"too long in the body, very very tight  and prefer a higher cut leg.  item fine, just my personal taste.
item returned."
limited offer for huge discounts!!!!!!,1,3,clean,limited offer for huge discounts!!!!!!
